AW08ÇÃéûì_Ç≈ÇÃéÊà¯èÛãµ	ç≈êVéÊà¯ÉVÅ[ÉYÉì	OBICä«óùÇÃÉuÉâÉìÉhó™èÃ	OBICä«óùÇÃÉuÉâÉìÉhCode	éÊçûópÉuÉâÉìÉhCode	BrandñºèÃ	Brand èZèä	Brand ìsés	Brand óXï÷î‘çÜ	Brand çëñº	Brand çëcd	tel	fax	Mobile	íSìñé“	íSìñé“EMAIL	âÔé–ñº	Shipperñº	Shipper çëñº	Shipper çëcd	í â›	éxï•èåèÅiBulkÅj	éxï•èåècd	DiscountÅiBulkÅj	Discount ä‹ÇﬁÅEä‹Ç‹Ç»Ç¢	éxï•èåè îıçl	éxï•Ç¢ó\íËã‡äzéZèoï˚ñ@			éxï•èåèÅiSampleÅj	éxï•èåècd	DiscountÅiBulkÅj	Discount ä‹ÇﬁÅEä‹Ç‹Ç»Ç¢																âﬂãéÇÃèÓïÒ		
continue		FID	728	728	Fidelity Denim	"5589 Byrne Road, Suite 105,"	Burnaby BC	V5J 3J1	CANADA	CAN	1.604.669.2520	1.604.669.2528		Holly		FIDELITY DESIGN HOUSE LTD.		CANADA	CAN	USD			0.00%	excluded								excluded		Denim						AMERICASè¨ìáÇ≥ÇÒ	000037	Eiko Ishida	sample00	eiko_ishida@hpgrp.com	H.P.FRANCE NY Inc.	+1 212 727 3030	+1 212 727 7030	1454		*
*	AW07			2148	FIRMA	Lehmbruckstrasse 24	Berlin	10245	GERMANY	DEU	49.(0)30.29492576	49.(0)30.29492574	49.(0)172.8067261	Carl/Mariann	carl@firma.net	TILLESSEN GMBH	TILLESSEN GMBH	GERMANY	DEU	EUR	30% at proforma invoice 70% before shipment date	37	0.00%	excluded		*	*	0	TERMS	code	0.00%	excluded	RTW	HPH						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	892	30%proforma/70%before shipment	RENTAL
continue				2149	FISH DESIGN	"Via Malpighi, 3"	Milano	20129	ITALY	ITA	39.02.4547.0024	39.02.2024.1123		M. Corsi	info@fish-design.it	FISH DESIGN	FISH DESIGN	ITALY	ITA	EUR			0.00%	excluded								excluded	VASE	Deco						DECOíÜì°Ç≥ÇÒ	000116	Takashi Yokoyama 	sample04	takashi_yokoyama@hpgrp.com	H.P.FRANCE S.A.R.L.	+33 1 4297 5303	+33 1 4297 5909	1184		*
continue		FLO	293	293	FLORIAN	Fasangartengasse 105/M2	Vienna	A-1130	AUSTRIA	AUT	43.(0)699.1215.9955	43.(0)2772.55608		Florian	florian@ladstaetter.de	FLORIAN LADSTAETTER	FLORIAN LADSTAETTER	AUSTRIA	AUT	EUR	30% at proforma invoice 70% 30days after shipment date	31	0.00%	excluded		ETD	30	70	100% with main order's payment	16	0.00%	excluded	ACC	Showroom						Tomoko Mori	sample05	Yoshiko Sakakibara	sample08	yoshiko_sakakibara@hpgrp.com	H.P.FRANCE LONDON BUREAU	+44 20 8363 9787	+44 20 8245 3275	821	30% on proforma / 70% 30days after invoice date	with advanced payment of main order
continue		FLA	163	163	FLORIAN ALLOGIO	4 rue du Roi de Sicile	Paris	75004	FRANCE	FRA	33.(0)1 40.52.28.58	33.(0)1.42.66.16.08		Martine Chapeau	martine@ipokamp.fr	SARL IPOKAMP	SARL IPOKAMP	FRANCE	FRA	EUR	20% at proforma invoice 80% before shipment date	20	0.00%	excluded		*	*	0				excluded	BAG	Showroom						Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1497	20% deposit/ 80% before delivery	*
continue		F	259	259	FLORIAN DENICOURT	5 Rue Vernet	Paris	75008	FRANCE	FRA	33.(0)1.47.00.78.06	33.(0)1.47.00.78.06		Florian	studio@floriandenicourt.com	MAAKURO SARL		FRANCE	FRA	EUR	30% at proforma invoice 70% after receiving goods	35	0.00%	excluded		î¿ì¸ì˙	10	70				excluded	BAG	Theatre	WALL					Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1429	30% deposit/70% after receving goolds	*
*	SS08			2026	FORTE_FORTE	Via Trento 93	Zane (VI)	36010	ITALY	ITA	39 0445.39.19.07	39 0445.37.80.48	607744946	Silvia	silvia@forte-forte.com	FORTE_FORTE SRL	FORTE FORTE SRL	ITALY	ITA	EUR	100% 30days from end of month of shipment 	5	0.00%	excluded		ETD	30	100				excluded	RTW	Lamp						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1275	100% END OF MONTH AFTER 30DAYS FROM DELIVERY DATE	*
*	SS07	FZH	748	748	Franziska Hubener	"Rua Achilles Orlando Curtolo, 560 San Paolo"	San Paolo		BRAZIL	BRA	55.11.36113.1231	55.11.3617.4751		Rosana Ceccarelli	rosana@franziskahubener.com.br	FRANZISKA ANGELA  HUBENER		BRAZIL	BRA	USD	30% at proforma invoice 70% 45days after shipment date	32	20.00%	excluded		ETD	45	70				excluded	RTW	Destination NY						AMERICASè¨ìáÇ≥ÇÒ	000037	Joao Santos	sample01	joao_santos@hpgrp.com	H.P.FRANCE NY Inc.	+1 212 727 3030	+1 212 727 7030	1371	30% on Proforma/70%45days after Invoice date	*
continue				2027	FRANZIUS	Lilli-Henoch-Str.17	Berlin	10405	GERMANY	DEU	49.(0)30.40045397	49.(0)30.40045398	49.(0)177.2844538	Stephanie	info@franzius.eu	STEPHANIE FRANZIUS	STEPHANIE FRANZIUS	GERMANY	DEU	EUR	100% after shipment date 	13	10.00%	excluded		ETD	10	100				excluded	RTW	WUT						Yann Le Goec	sample06	Yann Le Goec	sample06	yann_le_goec@hpgrp.com	H.P.FRANCE S.A.	+81 3 5489 0771	+81 3 5489 0772	1205	100% after delivery	*
continue		HPBQ	261	3007	FULVIO LUPARIA	"C.SO GALILEO FERRARIS,2 CAP"	TORINO	10129 	ITALY	ITA	39 011 4543050	39 011 4551454		Raffaele	raffalacerra@libero.it	LUPARIA S.A.S DI LUPARIA FULVIO & C.		ITALY	ITA	EUR	30% at proforma invoice 70% before shipment date	37	5.00%	excluded		*	*	0				excluded	STOLE	H.P.FRANCE BOUTIQUE						EUã∆ñ±ïîóÈñÿÇ≥ÇÒ	000115	Eriko Suzuki	000115	eriko_suzuki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1516	30% deposit / 70% before delivery	*
continue				2088	FUTURE CLASSICS	Unit 48 10-50 Willow Street	London	EC2A 4BH	UNITED KINGDOM	GBR	44.(0)207.739.0095	44.(0)207.739.6234		Ms.Mary	info@futureclassicsfashion.com	FUTURE CLASSICS LTD	FUTURE CLASSICS LTD	UNITED KINGDOM	GBR	GBP	30% at proforma invoice 70% 10days after shipment date	24	0.00%	excluded		ETD	10	70			0.00%	excluded	RTW	Concento						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yoshiko Sakakibara	sample08	yoshiko_sakakibara@hpgrp.com	H.P.FRANCE LONDON BUREAU	+44 20 8363 9787	+44 20 8245 3275	1036	"30% proforma,70% 10days after delivery"	*
continue		HPBQ	261	194	GALOGAZA	Staroiri?ki put 14	Sremska Kamenica	21208	SERBIA	SRB	381.21.463.539	381.21.463.539		Petra	petra@galogaza.at	PETRA GALOGAZA	PETRA GALOGAZA	SERBIA	SRB	EUR	100% 14days after shipment date 	2	0.00%	excluded		ETD	14	100				excluded	BAG	H.P.FRANCE BOUTIQUE						EUã∆ñ±ïîóÈñÿÇ≥ÇÒ	000115	Eriko Suzuki	000115	eriko_suzuki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1135	100% 14days after invoice date	*
continue		GK	19	19	GEM KINGDOM	Javakade 760	Amsterdam	1019 SH	NETHERLANDS	NLD	31(0)20 419 6805	31(0)20 419 6806		Mr.Bernard/Ms.Barbara	bernard@gemkingdom.nl	GEM KINGDOM	GEM KINGDOM	NETHERLANDS	NLD	EUR	100% 30days after shipment date 	7	7.00%	excluded		ETD	30	100	100% with main order's payment	16	5.00%	excluded	ACC	Showroom	Concento		H.P.FRANCE BOUTIQUE			Tomoko Mori	sample05	Tomoko Mori	sample05	tomoko_mori@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	982	30days after invoice date	paid with main order's payment
continue				2150	GEMMA. H	18 Via Casa Silli	Soci Arezzo	52010	ITALY	ITA	39.0575.561030	39.0575.561030	39.347.6779171	Miyasaka	miyasakayasumoto@gemmah.com	GEMMA. H SRL		ITALY	ITA	EUR	100% 14days after shipment date 	2	0.00%	excluded		ETD	14	100			0.00%	excluded		Lamp						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1470	100% on proforma 14 days after delivery date	*
continue				2028	GEORGES MORAND	1-3 Chemin du Goth B.P.18	Saint-Junie	87201	FRANCE	FRA	33.(0)5.55.02.77.77	33.(0)5.55.02.65.50		Helen	h.slade@georges-morand.fr	S.A.S.GEORGES MORAND	S.A.S.GEORGES MORAND	FRANCE	FRA	EUR	30% at proforma invoice 70% before shipment date	37	3.00%	excluded		*	*	0	100% with main order's payment	16	0.00%	excluded	GLOVES	Concento						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1038	"30% on proforma, 70% before delivery"	paid with main order's payment
continue		GIA	724	724	Giaventola	1930 E.Yandell	Elpaso	TX 79903	UNITED STATES	USA	915.544.4428	915.533.4422		Gia Ventola		"Platinum International Holding, LLC"		UNITED STATES	USA	USD	100% after shipment date 	13	10.00%	excluded		ETD	10	100				excluded	RTW	Denim						AMERICASè¨ìáÇ≥ÇÒ	000037	Eiko Ishida	sample00	eiko_ishida@hpgrp.com	H.P.FRANCE NY Inc.	+1 212 727 3030	+1 212 727 7030	1352	COD	*
continue		GB	190	190	GIANNI BARBATO	Via G Carducci 18	Civitanova Marche(MC)	62012	ITALY	ITA	39.0733.775681	39.0733.817685		Alessandra/Michela	m.properzi@serbatoio.it	"Ferrira International Co.,Ltd"	"Ferrira International Co.,Ltd"	JAPAN	JPN	JPY	100% before shipment date 	15	5.00%	excluded		*	*	0	100% with main order's payment	16	0.00%	excluded	SHOES	Concento	Theatre					EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1039	100% before shipment	paid with main order's payment
*	SS08	SVG	106	106	GILBERT GILBERT	11 Rue Edouard Vaillant	Montreuil	93100	FRANCE	FRA	33.(0)1.56 93 31 20	33.(0)1.56 93 31 21		Christian	cforestier@sgdesign.fr	SARL SG DESIGN	SARL SG DESIGN	FRANCE	FRA	EUR	100% 30days from end of month of shipment 	5	5.00%	excluded		ETD	30	100	100% with main order's payment	16	5.00%	excluded	ACC	Kioku	H.P.FRANCE BOUTIQUE					Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	917	30days end of month after invoice date	paid with main order's payment
*	SS07			2151	GILDA	Analuisa Fashion Office 4-6 Rue Braque	Paris	75003	FRANCE	FRA	33.(0)1.44.54.04.44	33.(0)1.44.54.04.74		Alix/Gilda	alix@analuisa.com	GILDA MIDANI	GILDA MIDANI	BRAZIL	BRA	EUR	100% before shipment date 	15	3.00%	excluded		*	*	0	100% with main order's payment	16	0.00%	excluded	RTW	Concento						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1114	100% before shipment	paid with main order's payment
*	SS07			2152	GILLE ROSIER	"Via S.Barbara, 11"	Alba CN	12051	ITALY	ITA	39.01732991	39.01732996		Laura	l.marello@vestebene.com	MIROFLIO SPA	MIROGLIO SPA	ITALY	ITA	EUR	100% before shipment date 	15	3.00%	excluded		*	*	0				excluded	RTW	Concento						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1115	100% before shipment	*
continue		GF	33	33	GILLES FRANCOIS	4 Rue du Pelican	Paris	75001	FRANCE	FRA	33.(0)1.40.28.96.65			Gilles Francois	gilles@gilles-francois-chapeaux.com	FRANCOIS GILLES SARL	FRANCOIS GILLES SARL	FRANCE	FRA	EUR	100% after shipment date 	13	0.00%	excluded		ETD	10	100				excluded	HAT	Kioku						Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1157	100% after delivery	*
continue		GNY	134	134	ginette N.Y	172 West 4th street	New York	NY 10014	UNITED STATES	USA	1.917.365.4838	1.212.214.0752		Anne Hugard	ginettesales@mac.com	GINETTE_NY		UNITED STATES	USA	USD	100% after receiving goods 	12	0.00%	excluded		î¿ì¸ì˙	10	100				excluded	ACC	goldie H.P.FRANCE						Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1421	100% after receiving goods	*
continue		GV	60	60	Giorgio Vigna	"Via Tortona 4,"	Milano	20144	ITALY	ITA	39 02 58103947	39 02 8394885		Lidia	giorgiovigna@giorgiovigna.com	Girogio Vigna		ITALY	ITA	EUR	50% at proforma invoice 50% 30days after shipment date	46	0.00%	excluded		ETD	30	50				excluded	ACC	H.P.FRANCE BOUTIQUE						EUã∆ñ±ïîóÈñÿÇ≥ÇÒ	000115	Eriko Suzuki	000115	eriko_suzuki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1517	50% deposit / 50% 30days after delivery	*
continue				2030	GIULIA PIERSANTI	"Vicolo del Cefalo, 12"	Roma	00186	ITALY	ITA	39.06.976.19019	39.06.976.19019	39 8328916	Giulia	giuliapiersanti@hotmail.com	GIULIA PIERSANTI	GIULIA PIESANTI	ITALY	ITA	EUR	100% before shipment date 	15	3.00%	excluded		*	*	0	100% before shipment date 	15	3.00%	excluded	RTW	Concento						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1040	100% before shipment	100% before shipment
continue		GNE	98	98	GNERRE	Via Sannio 31	Napoli	80142	ITALY	ITA	81.5621094	81.5621052		Paola	gim_srl@virgilio.it	GRUPPO INDUSTRIE MEDITERRANEE S.R.L	GRUPPO INDUSTRIE MEDITERRANEE S.R.L	ITALY	ITA	EUR	100% before shipment date 	15	3.00%	excluded		*	*	0	100% with main order's payment	16	0.00%	excluded	GLOVES	Concento	goldie H.P.FRANCE					EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1389	100% before shipment	paid with main order's payment
*	SS07			2153	GODDOLLARS	2091 S.Tombur Dr. Hacienda Heights		CA 91745	UNITED STATES	USA					god@goddolars.com	GODDOLLARS	GODDOLLARS	UNITED STATES	USA	USD	30% at proforma invoice 70% after checking goods	34	0.00%	excluded		î¿ì¸ì˙	10	70	100% after checking goods 	11		excluded	ACC	Showroom Antenna						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1311	"30% deposit, 70% after checking goods"	100% after checking goods
*	AW08	GW	411	411	GOODWILL	Veldkant 6 B-2550 Kontich 	Antwerpen		BELGIUM	BEL	32.(0)3.450.73.00	32.(0)3.450.73.01		Isabelle	IsabelleVG@Goodwill.be	GOODWILL M&G BVBA	GOODWILL M&G BVBA	BELGIUM	BEL	EUR	100% at proforma invoice 	14	3.00%	excluded		*	*	0				excluded	DECO	H.P.FRANCE BOUTIQUE	Deco	goldie H.P.FRANCE	H.P.FRANCE BIJOUX			Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	918	100% against Proforma	*
continue		GO	201	201	GOTI	Via Dante Alighieri 25	Ponticino(AR)	52020	ITALY	ITA	39.0575.898989	39.0575.898989	39.03381213	Mr.Aurelio Goti	goti@aruba.it	GOTI DI GOTI AURELIO	GOTI DI GOTI AURELIO	ITALY	ITA	EUR	100% after shipment date 	13	5.00%	excluded		ETD	10	100	100% 10days after shipment date 	1	5.00%	excluded	ACC	Concento						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	983	10days after delivery	10days after invoice date
*	AW07	GC	556	556	Gushlow & Cole	Frithlea Studio Cuoham Lane	"South Seienoaks, Kent"		UNITED KINGDOM	GBR	44 1959 535066	44 1959 534054	7956320877	Emma Gushlow	sales@gushlowandcole.com	Gushlow&Cole		UNITED KINGDOM	GBR	GBP	30% before shipment date 70% after shipment date	38	0.00%	excluded		ETD	10	70				excluded		H.P.FRANCE exclusive						exclusiveè¨ë∫Ç≥ÇÒ	000071	Miwa Omura	000071	miwa_omura@hpgrp.com	H.P.FRANCE S.A.	+81 3 5540 5091	+81 3 5778 2160	1399	30% before delivery 70% on delivery	*
continue				2031	H.O.T	"Via Accorsi, 45/47"	Ferrara	44100	ITALY	ITA	39.0532.904200	39.0532.901212		Anna Roncarati	Anna_Roncarati@manisrl.com	MA.NI.S.R.L.	MA.NI.S.R.L.	ITALY	ITA	EUR	30% at proforma invoice 70% after shipment date	36	3.00%	excluded		ETD	10	70	100% with main order's payment	16	0.00%	excluded	RTW	Concento						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1336	"30% on proforma, 70% after delivery"	paid with main order's payment
continue				2154	HAANS	Mina Krusemanweg 1	Tilburg	5032 ME	NETHERLANDS	NLD	31 135 947 947	31 135 947 944			info@haans.com	HAANS	HAANS	NETHERLANDS	NLD	EUR	100% at proforma invoice 	14	0.00%	excluded		*	*	0				excluded	DECO	Deco						DECOíÜì°Ç≥ÇÒ	000116	Takashi Yokoyama 	sample04	takashi_yokoyama@hpgrp.com	H.P.FRANCE S.A.R.L.	+33 1 4297 5303	+33 1 4297 5909	1185	Payment in Advance	*
*	SS07			2155	HANNA SAREN	"Fredrikinkatu 45,"	Helsinki	100	FINLAND	FIN	358.961.241.595/358.40.579.2973	358.961.241.597		Jussi Tilikka	jussi@ultimatedesign.fi	ULTIMATE DESIGN LTD	ULTIMATE DESIGN LTD	FINLAND	FIN	EUR	100% before shipment date 	15	0.00%	excluded		*	*	0				excluded	BAG/ACC	Concento						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1328	100% Before delivery	*
*	SS07			2156	HARTFORD	18/20 Rue Saint-Maur	Paris	75011	FRANCE	FRA	33.(0)1.58.39.39.89	33.(0)1.43.79.20.18		Ann-Sophie/Marie-Jo	annesophie@hartford.fr	MELTEX S.A.	MELTEX S.A.	FRANCE	FRA	EUR	50% at proforma invoice 50% after shipment date	49	3.00%	excluded		ETD	10	50				excluded	RTW	Concento						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1116	"50% advanced,50% after delivery"	*
*	SS08			2157	HEAVEN TANUDIREDJA				BELGIUM	BEL	32.(0)4.849.19.49			Heaven	houseofheaven@hotmail.com	HEAVEN TANUDIREDJA	HEAVEN TANUDIREDJA	BELGIUM	BEL	EUR			0.00%	excluded								excluded	ACC	Concento						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1442		*
continue		HR	15	15	HELENA ROHNER	"c/ Almendo 4, Bajo Dcha."	Madrid	28005	SPAIN	ESP	34.91.365.7906	34.91.364.0907		Ms.Raquel	raquel@helenarohner.com	HELENA ROHNER S.L.	HELENA ROHNER S.L.	SPAIN	ESP	EUR	100% after shipment date 	13	5.00%	excluded		ETD	10	100	100% 14days after shipment date 	2	5.00%	excluded	ACC	H.P.FRANCE BIJOUX	Kioku					Tomoko Mori	sample05	Tomoko Mori	sample05	tomoko_mori@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	984	14 days after invoice date	14 days after invoice date
continue				2032	HEMMA DESIGN A PORTER	47 Rue de la Villette	Paris	75019	FRANCE	FRA	33.(0)1.42.03.26.14		33.(0)6.14.40.69.82	Hemma	hemma_artigues@yahoo.fr	HEMMA DESIGN A PORTER		FRANCE	FRA	EUR	100% before shipment date 	15	0.00%	excluded		*	*	0				excluded	ACC	Kioku						Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1428	100% before shipment	*
continue		HVJ	782	782	HERCHCOVITCH JEANS	"Rua Had Doock Lobo, 1151 San Paolo"	San Paolo		BRAZIL	BRA	55.11.3063.2888	55.11.3083.0798				A.H.Confeccoes LTDA	A.H.Confeccoes LTDA	BRAZIL	BRA	USD	100% 45days after shipment date 	9	20.00%	excluded		ETD	45	100				excluded	RTW	Destination NY						AMERICASè¨ìáÇ≥ÇÒ	000037	Joao Santos	sample01	joao_santos@hpgrp.com	H.P.FRANCE NY Inc.	+1 212 727 3030	+1 212 727 7030	1374	45days after Invoice date	*
continue		AHV	779	779	Herchcovitch Alexandre	"Rua Had Doock Lobo, 1151 San Paolo"	San Paolo		BRAZIL	BRA	55.11.3063.2888	55.11.3083.0798				A.H.Confeccoes LTDA	A.H.Confeccoes LTDA	BRAZIL	BRA	USD	100% 45days after shipment date 	9	10.00%	excluded		ETD	45	100				excluded	RTW	Destination NY						AMERICASè¨ìáÇ≥ÇÒ	000037	Joao Santos	sample01	joao_santos@hpgrp.com	H.P.FRANCE NY Inc.	+1 212 727 3030	+1 212 727 7030	1375	45days after Invoice date	*
*	AW07	HIRO	466	466	HIRO	Flat 1 38 Portland Rise	London	N4 2PP	UNITED KINGDOM	GBR	44.(0)77 868 452 47	44.(0)77 868 452 47	+81(0)90 656 912 26	Hiro	hiroakisueyasu@hotmail.com	HIROAKI SUEYASU	HIROAKI SUEYASU	UNITED KINGDOM	GBR	JPY	100% 30days from end of month of shipment 	5	0.00%	excluded		ETD	30	100	100% after checking goods 	11		excluded	RTW	Showroom Antenna						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	955	ññí˜/óÇåéññï•Ç¢	100% after checking goods
continue		HS	504	504	HIROKO SUZUKI	208 W 209th Street Suite 211	New York	NY 10001	UNITED STATES	USA	212.868.3591	212.868.3591		Hiroko SUZUKI		HIROKO SUZUKI	HIROKO SUZUKI	UNITED STATES	USA	JPY	100% 30days from end of month of shipment 	5	10.00%	excluded		ETD	30	100	100% 30days from end of month of shipment 	5	10.00%	excluded	RTW	H.P.FRANCE exclusive						exclusiveè¨ë∫Ç≥ÇÒ	000071	Miwa Omura	000071	miwa_omura@hpgrp.com	H.P.FRANCE S.A.	+81 3 5540 5091	+81 3 5778 2160	1175	30days end of month after invoice date	30days end of month after invoice date
continue		HV	49	49	HISTOIRE DE VOIR	8 Passage de la Bonne Graine	Paris	75011	FRANCE	FRA	33.(0)1.48.06.48.32	33.(0)1.48.06.48.35		Mr.Stephane	hdv@histoire-de-voir.com	HISTOIRE DE VOIR	HISTOIRE DE VOIR	FRANCE	FRA	EUR	100% 30days after shipment date 	7	0.00%	excluded	100pcs:0%/101-200pcs:5%/201-300pcs:10%/300pcs-15% dc	ETD	30	100	100% with main order's payment	16	0.00%	excluded	SUNGLASSES	Kioku	H.P.FRANCE BOUTIQUE	Showroom				Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	919	30days after shipment date (100pcs:0%/101-200pcs:5%/201-300pcs:10%/300pcs-15% dc)	paid with main order's payment
*	SS08	HOR	461	461	HORACE	"Buzzer 2, 91 Onslow Gardens"	London	SW7 2BU	UNITED KINGDOM	GBR	0207 460 6512			Emma	halesemma@aol.com	HORACE	PT.SAKA PERFECTA / KEMALA BALI KEMAS / GOA GARMENT	INDONESIA	IDN	GBP	100% after checking goods 	11	10.00%	excluded		ETD	10	100				excluded	RTW/SHOES	Showroom Antenna						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	956	100% after checking goods	*
*	SS07	HOD	41	41	HOUSE OF DONE	6 Rue Stephenson	Paris	75018	FRANCE	FRA	33.(0)1.42.23.57.11	33.(0)1.42.23.57.11		Natalie	houseoddoneparis@yahoo.com	HOD Sarl	HOD Sarl	FRANCE	FRA	EUR	100% 14days after shipment date 	2	0.00%	excluded		ETD	14	100	100% with main order's payment	16		excluded	ACC	WUT						Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1128	100% 15days after delivery	paid with main order's payment
*	SS07	HDS	743	743	Hudson	4800 East 26th Street	Vernon	CA 90040	UNITED STATES	USA	323-446-0351	323-446-0355				"Hudson Clothing , Inc"		UNITED STATES	USA	USD	100% after shipment date 	13	20.00%	excluded		ETD	10	100				excluded	RTW	Denim						AMERICASè¨ìáÇ≥ÇÒ	000037	Eiko Ishida	sample00	eiko_ishida@hpgrp.com	H.P.FRANCE NY Inc.	+1 212 727 3030	+1 212 727 7030	852	COD	*
continue				2089	HUI-HUI	Spalding str.210 20097	Hamburg	20097	GERMANY	DEU	49.(0)1792242563		49.(0)176.20621987	Anne	die3@hui-hui.de	HUI-HUI		GERMANY	DEU	EUR	50% at proforma invoice 50% after shipment date	49	3.00%	excluded		ETD	10	50				excluded	RTW	WUT						Yann Le Goec	sample06	Yann Le Goec	sample06	yann_le_goec@hpgrp.com	H.P.FRANCE S.A.	+81 3 5489 0771	+81 3 5489 0772	1404	"50% in advance,50% after delivery"	*
